Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Total People Quarantined,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation) ,Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
28/07/2020,Puducherry,,,,37162,Tested,3011,33369,421,37806,8631,Hospital,24630,,,,,,,,,,,,,,,,,,,63,,508,23443,7170,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/NEET-PDF/28.07.2020%20bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
29/07/2020,Puducherry,,,,37999,Tested,3177,33991,456,,8767,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://covid19dashboard.py.gov.in/LabTestReport,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
30/07/2020,Puducherry,,,,38734,Tested,3298,34606,441,38604,8900,Hospital,24919,,,,,,,,,,,,,,,,,,,63,,508,23322,7001,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/30.07.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
31/07/2020,Puducherry,,,,39707,Tested,3472,35345,482,38872,9077,Hospital,25266,,,,,,,,,,,,,,,,,,,63,,508,23290,6984,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/31.07.2020-bulletin_1.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
01/08/2020,Puducherry,,,,40652,Tested,3606,36142,440,38889,9241,Hospital,25280,,,,,,,,,,,,,,,,,,,63,,508,24023,7211,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/1.08.2020.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
02/08/2020,Puducherry,,,,41540,Tested,3806,36894,388,38914,9391,Hospital,25302,,,,,,,,,,,,,,,,,,,65,,508,24021,7209,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/2.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
03/08/2020,Puducherry,,,,41485,Tested,3982,37000,127,39214,9363,Hospital,25321,,,,,,,,,,,,,,,,,,,65,,508,23944,7013,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/3.08.2020-bulletin-revised.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
04/08/2020,Puducherry,,,,43134,Tested,4147,38073,402,39214,9649,Hospital,25321,,,,,,,,,,,,,,,,,,,65,,508,23894,6993,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/4.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
05/08/2020,Puducherry,,,,44158,Tested,4433,38854,224,40664,9860,Hospital,26411,,,,,,,,,,,,,,,,,,,65,,508,23787,6950,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/5.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
06/08/2020,Puducherry,,,,45098,Tested,4621,39554,226,41110,10026,Hospital,26445,,,,,,,,,,,,,,,,,,,65,,508,23787,6950,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/6.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
07/08/2020,Puducherry,,,,45954,Tested,4862,39960,409,41577,10207,Hospital,27715,,,,,,,,,,,,,,,,,,,65,,508,23610,7274,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/7.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
08/08/2020,Puducherry,,,,46878,Tested,5123,40575,428,41963,10380,Hospital,27744,,,,,,,,,,,,,,,,,,,65,,508,23896,8028,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/8.8.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
09/08/2020,Puducherry,,,,47836,Tested,5382,41075,599,42253,10533,Hospital,27773,,,,,,,,,,,,,,,,,,,65,,508,23864,8005,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/9.8.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
10/08/2020,Puducherry,,,,48748,Tested,5624,41941,386,42513,10673,Hospital,27792,,,,,,,,,,,,,,,,,,,65,,408,24226,7894,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/10.8.2020-bulletin..pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
11/08/2020,Puducherry,,,,49715,Tested,,42371,621,43070,10864,Hospital,28782,,,,,,,,,,,,,,,,,,,65,,408,24124,8225,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/11.8.2020-bulletin-converted.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
12/08/2020,Puducherry,,,,50942,Tested,,43135,576,43774,11051,Hospital,29096,,,,,,,,,,,,,,,,,,,65,,408,24096,8698,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/12.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
13/08/2020,Puducherry,,,,52022,Tested,,44028,438,44388,11303,Hospital,29265,,,,1246,Home,,1504,,,,,,,,,,,,65,,408,24088,8165,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/13.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
14/08/2020,Puducherry,,,,53503,Tested,6995,44714,887,44713,11538,Hospital,29551,,,,1048,Home,,1832,,,,,,,,,,,,65,,408,24048,8117,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/14.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
15/08/2020,Puducherry,,,,54852,Tested,7354,45803,695,44948,11818,Hospital,29691,,,,1172,Home,,1853,,,,,,,,,,,,65,,408,24018,8077,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/15.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
16/08/2020,Puducherry,,,,55937,Tested,7732,46456,712,44982,11972,Hospital,29718,,,,1583,Home,,1596,,,,,,,,,,,,65,,408,23534,7996,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/16.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
17/08/2020,Puducherry,,,,57025,Tested,,47202,709,45157,12101,Hospital,30002,,,,1692,Home,,1596,,,,,,,,,,,,65,,408,23473,7931,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/17.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
18/08/2020,Puducherry,,,,58535,Tested,,48158,848,45737,12363,Hospital,30232,,,,1763,Home,,1621,,,,,,,,,,,,65,,408,23470,7926,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/18.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
19/08/2020,Puducherry,,,,59757,Tested,8752,48902,971,46548,12375,Hospital,30244,,,,1700,Home,,1611,,,,,,,,,,,,65,,408,23466,7921,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/19.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
20/08/2020,Puducherry,,,,61343,Tested,9292,50170,696,47656,12784,Hospital,30541,,,,1725,Home,,1796,,,,,,,,,,,,65,,408,23371,8758,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/20.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
21/08/2020,Puducherry,,,,62413,Tested,,50769,885,47656,12947,Hospital,30541,,,,1964,Home,,1553,,,,,,,,,,,,65,,408,23416,8572,,,,,,,,,,,,,,,,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
22/08/2020,Puducherry,,,,63590,Tested,10112,51422,795,47656,13134,Hospital,30541,,,,2005,Home,,1649,,,,,,,,,,,,65,,408,23412,8560,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/22.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
23/08/2020,Puducherry,,,,64652,Tested,,52169,663,48920,13345,Hospital,31174,,,,2097,Home,,1609,,,,,,,,,,,,65,,408,23377,8504,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/23.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
24/08/2020,Puducherry,,,,65769,Tested,,52857,728,49015,13506,Hospital,31575,,,,2057,Home,,1696,,,,,,,,,,,,65,,408,23210,8374,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/24.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
25/08/2020,Puducherry,,,,67301,Tested,,53950,569,49647,13682,Hospital,31780,,,,2074,Home,,1907,,,,,,,,,,,,65,,408,24757,8309,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/25.08.2020-bulletin.pdf.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
26/08/2020,Puducherry,,,,68888,Tested,,55120,448,51360,13901,Hospital,32261,,,,2150,Home,,2114,,,,,,,,,,,,65,,408,24684,7735,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/26.08.2020-bulletin.pdf,https://health.py.gov.in/,,
27/08/2020,Puducherry,,,,70226,Tested,,55823,544,51827,14126,Hospital,32397,,,,2356,Home,,2127,,,,,,,,,,,,65,,408,24601,9887,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/27.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
28/08/2020,Puducherry,,,,71723,Tested,,56819,417,51827,14355,Hospital,32397,,,,2464,Home,,2281,,,,,,,,,,,,65,,408,24555,9802,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/28.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
29/08/2020,Puducherry,,,,73165,Tested,,57839,261,52820,14603,Hospital,32526,,,,2453,Home,,2381,,,,,,,,,,,,65,,408,24469,9698,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/1994,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
30/08/2020,Puducherry,,,,75031,Tested,,59102,271,53025,14831,Hospital,32547,,,,2401,Home,,2537,,,,,,,,,,,,65,,408,24382,9643,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2021,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
31/08/2020,Puducherry,,,,76105,Tested,,60051,82,53068,14969,Hospital,33039,,,,2371,Home,,2478,,,,,,,,,,,,65,,408,24217,10079,,,,,,,,,,,,,,,https://health.py.gov.in/sites/default/files/31.08.2020-bulletin.pdf,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
01/09/2020,Puducherry,,,,77428,Tested,,60902,158,53318,15059,Hospital,33190,,,,2264,Home,,2587,,,,,,,,,,,,65,,408,24208,9998,,,,,,,,,,,,,,,,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
02/09/2020,Puducherry,,,,78734,Tested,,61653,233,53678,15239,Hospital,33443,,,,2290,Home,,2646,,,,,,,,,,,,65,,408,24080,9325,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2094,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
03/09/2020,Puducherry,,,,80201,Tested,,62654,232,53956,15515,Hospital,33540,,,,2274,Home,,2768,,,,,,,,,,,,65,,408,24648,10261,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2119,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
04/09/2020,Puducherry,,,,81705,Tested,,63545,164,54362,15751,Hospital,34008,,,,3417,Home,,1801,,,,,,,,,,,,65,,408,24648,10261,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2145,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
05/09/2020,Puducherry,,,,83142,Tested,,64655,92,54758,15981,Hospital,34325,,,,3399,Home,,1762,,,,,,,,,,,,65,,408,24586,10163,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2165,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
06/09/2020,Puducherry,,,,84833,Tested,,65657,272,54906,16267,Hospital,34454,,,,3273,Home,,1813,,,,,,,,,,,,65,,408,24558,9034,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2197,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
07/09/2020,Puducherry,,,,85906,Tested,,66500,200,55257,16442,Hospital,34740,,,,3104,Home,,1752,,,,,,,,,,,,65,,408,24527,9020,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2221,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
08/09/2020,Puducherry,,,,88060,Tested,,67745,625,,,,,,,,3056,Home,,1775,,,,,,,,,,,,65,,408,,,,,,,,,,,,,,,,,https://covid19dashboard.py.gov.in/LabTestReport,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
09/09/2020,Puducherry,,,,90643,Tested,,69541,1065,56366,16918,Hospital,35342,,,,3078,Home,,1692,,,,,,,,,,,,65,,408,24487,8887,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2264,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
10/09/2020,Puducherry,,,,92904,Tested,,71196,1153,56598,17138,Hospital,35606,,,,3105,Home,,1589,,,,,,,,,,,,65,,408,24278,8798,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2287,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
11/09/2020,Puducherry,,,,95919,Tested,,74136,701,57187,17423,Hospital,35808,,,,3136,Home,,1742,,,,,,,,,,,,65,,408,24240,8783,,,,,,,,,,,,,,,https://covid19dashboard.py.gov.in/LabTestReport,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
12/09/2020,Puducherry,,,,99480,Tested,,77060,497,57800,17780,Hospital,36227,,,,3055,Home,,1776,,,,,,,,,,,,65,,408,24182,8565,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2329,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
13/09/2020,Puducherry,,,,103743,Tested,,80424,1430,57943,18388,Hospital,36268,,,,3162,Home,,1701,,,,,,,,,,,,65,,408,24067,8551,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2348,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
14/09/2020,Puducherry,,,,107771,Tested,,83944,1523,58264,18316,Hospital,36685,,,,3084,Home,,1721,,,,,,,,,,,,65,,408,23679,8318,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2367,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
15/09/2020,Puducherry,,,,113664,Tested,,88166,2813,58773,18639,Hospital,37081,,,,3004,Home,,1670,,,,,,,,,,,,65,,408,23737,10105,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2389,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
16/09/2020,Puducherry,,,,119720,Tested,,92383,4134,59428,18964,Hospital,37373,,,,3028,Home,,1742,,,,,,,,,,,,65,,408,23674,10084,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2408,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
17/09/2020,Puducherry,,,,124821,Samples Sent,23526,97716,3579,59992,19324,Hospital,37602,,,,3122,Home,,1622,,,,,,,,,,,,65,,408,24190,10991,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2430,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
18/09/2020,Puducherry,,,,130099,Samples Sent,24016,101462,4621,,,,,,,,2975,Home,,1786,,,,,,,,,,,,65,,408,,,,,,,,,,,,,,,,,https://covid19dashboard.py.gov.in/LabTestReport,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
19/09/2020,Puducherry,,,,135259,Samples Sent,24559,107765,2935,61398,19867,Hospital,38123,,,,3001,Home,,1798,,,,,,,,,,,,65,,408,24357,12110,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2463,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
20/09/2020,Puducherry,,,,140107,Samples Sent,25030,111514,3563,61595,20135,Hospital,38207,,,,3077,Home,,1832,,,,,,,,,,,,65,,408,24335,12058,,,,,,,,,,,,,,,https://covid19dashboard.py.gov.in/LabTestReport,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
21/09/2020,Puducherry,,,,143901,Samples Sent,25303,115426,3172,61902,20382,Hospital,38517,,,,2992,Home,,1667,,,,,,,,,,,,65,,408,24194,11926,,,,,,,,,,,,,,,https://covid19dashboard.py.gov.in/LabTestReport,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
22/09/2020,Puducherry,,,,149501,Samples Sent,25796,120366,3339,62608,20714,Hospital,38771,,,,2963,Home,,1794,,,,,,,,,,,,65,,408,24857,11200,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2520,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
23/09/2020,Puducherry,,,,155025,Samples Sent,26339,125215,3471,63051,21069,Hospital,38839,,,,3032,Home,,1821,,,,,,,,,,,,65,,408,24789,10971,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2547,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
24/09/2020,Puducherry,,,,161030,Samples Sent,27007,130548,3475,,21374,Hospital,,,,,3280,Home,,1817,,,,,,,,,,,,65,,408,82604,143077,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2562,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
25/09/2020,Puducherry,,,,166535,Samples Sent,27615,137054,1866,,21693,Hospital,,,,,3360,Home,,1854,,,,,,,,,,,,65,,408,82427,142736,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2602,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
26/09/2020,Puducherry,,,,171561,Samples Sent,28109,141679,1773,,21991,Hospital,,,,,3452,Home,,1875,,,,,,,,,,,,65,,408,81591,142390,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2625,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
27/09/2020,Puducherry,,,,176184,Samples Sent,28481,145800,1903,,22281,Hospital,,,,,3423,Home,,1816,,,,,,,,,,,,65,,408,81536,142285,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2648,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
28/09/2020,Puducherry,,,,179780,Samples Sent,28773,149327,1680,,22446,Hospital,,,,,3240,Home,,1774,,,,,,,,,,,,65,,408,81443,22483,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2676,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
29/09/2020,Puducherry,,,,184810,Samples Sent,29160,153736,1914,,22721,Hospital,,,,,3171,Home,,1762,,,,,,,365,47,,,111,,,5234,81164,23559,,,,,,,,,,,,,,,https://covid19dashboard.py.gov.in/LabTestReport,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
30/09/2020,Puducherry,,,,189568,Samples Sent,29651,158206,1711,,22966,Hospital,,,,,3134,Home,,1815,,,,,,,,,,,,65,,408,81119,23587,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2723,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
01/10/2020,Puducherry,,,,194718,Samples Sent,30140,162652,1926,,23241,Hospital,,,,,3230,Home,,1764,,,,,,,,,,,,65,,408,80988,24046,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2736,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
02/10/2020,Puducherry,,,,199374,Samples Sent,30654,166911,1809,,23452,Hospital,,,,,3237,Home,,1820,,,,,,,,,,,,65,,408,80884,24040,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2775,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
03/10/2020,Puducherry,,,,202784,Samples Sent,30869,170172,1743,,23470,Hospital,,,,,3134,Home,,1740,,,,,,,,,,,,65,,408,80754,33910,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2792,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
04/10/2020,Puducherry,,,,206509,Samples Sent,31222,173957,1330,,23847,Hospital,,,,,3144,Home,,1643,,,,,,,,,,,,207,,408,80624,23780,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2806,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
05/10/2020,Puducherry,,,,209900,Samples Sent,31416,177219,1265,,24006,Hospital,,,,,2944,Home,,1569,,,,,,,,,,,,207,,408,80486,23690,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2815,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
06/10/2020,Puducherry,,,,215155,Samples Sent,31823,181563,1769,,24218,Hospital,,,,,2932,Home,,1590,,,,,,,,,,,,207,,408,79435,21048,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2834,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
07/10/2020,Puducherry,,,,220349,Samples Sent,32310,186349,1690,,24458,Hospital,,,,,3044,Home,,1636,,,,,,,,,,,,207,,408,79955,21563,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2858,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
08/10/2020,Puducherry,,,,225018,Samples Sent,32658,190598,1762,,24644,Hospital,,,,,3026,Home,,1701,,,,,,,,,,,,207,,408,79885,21413,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2897,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
09/10/2020,Puducherry,,,,230024,Samples Sent,33029,195147,1848,,24869,Hospital,,,,,3110,Home,,1693,,,,,,,,,,,,207,,408,79785,21233,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2912,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
10/10/2020,Puducherry,,,,234858,Samples Sent,,199583,,,,,,,,,2983,Home,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2020,Puducherry,,,,239208,Samples Sent,33686,203658,1864,,25255,Hospital,,,,,3033,Home,,1662,,,,,,,,,,,,207,,408,79595,20982,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2942,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
12/10/2020,Puducherry,,,,241787,Samples Sent,33875,206294,1618,,25395,Hospital,,,,,2949,Home,,1668,,,,,,,,,,,,207,,408,79381,20176,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2948,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
13/10/2020,Puducherry,,,,246059,Samples Sent,34143,210412,1504,,25622,Hospital,,,,,2944,Home,,1628,,,,,,,,,,,,207,,408,79281,19981,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2975,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
14/10/2020,Puducherry,,,,250582,Samples Sent,34389,214793,1400,,25798,Hospital,,,,,2885,Home,,1640,,,,,,,,,,,,207,,408,79196,19916,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2994,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
15/10/2020,Puducherry,,,,255195,Samples Sent,34634,218965,1596,,25944,Hospital,,,,,2899,Home,,1652,,,,,,,,,,,,207,,408,79136,19854,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/3010,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
16/10/2020,Puducherry,,,,259482,Samples Sent,34921,223094,1467,,26085,Hospital,,,,,2871,Home,,1653,,,,,,,,,,,,207,,408,79086,20054,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/3027,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
17/10/2020,Puducherry,,,,263481,Samples Sent,35133,226851,1497,57382,26229,Hospital,,31153,,,2814,Home,,1606,,,,,,,,,,,,207,,408,78916,19701,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/3085,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
18/10/2020,Puducherry,,,,267656,Samples Sent,35310,230990,1356,57431,26370,Hospital,,31061,,,2719,Home,,1558,,,,,,,,,,,,207,,408,78866,19651,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/3086,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
19/10/2020,Puducherry,,,,270189,Samples Sent,35418,233824,947,57466,26457,Hospital,,31009,,,2637,Home,,1515,,,,,,,,,,,,207,,408,78806,19541,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/3094,https://health.py.gov.in/,https://covid19dashboard.py.gov.in/LabTestReport,
